driver_id,timestamp,hour,is_peak,is_weekend,ride_type,distance,traffic,fuel_price,surge,revenue,profit
DRV_0041,2026-04-23T19:30:30.751970,19,1,0,local,35.96,5.9,92.15,1.1,491.21,-14.54
DRV_0031,2026-01-26T16:02:30.751970,16,0,0,outstation,8.12,6.3,103.61,1.1,123.66,27.37
DRV_0025,2026-01-26T01:04:30.751970,1,0,0,outstation,4.41,5.5,107.23,1.1,74.73,21.36
DRV_0039,2026-04-06T11:25:30.751970,11,0,0,outstation,19.85,6.5,112.45,1.4,354.49,81.1
DRV_0004,2026-04-19T15:29:30.751970,15,0,1,outstation,23.16,6.8,101.65,1.1,372.21,39.39
DRV_0011,2026-02-14T00:04:30.751970,0,0,1,local,42.7,6.0,98.97,1.5,841.11,219.77
DRV_0018,2026-05-20T08:44:30.751970,8,1,0,local,41.19,4.6,108.91,1.9,967.6,423.41
DRV_0037,2026-01-28T17:23:30.751970,17,1,0,local,25.91,9.4,96.27,1.2,391.14,-65.59
DRV_0012,2026-03-07T04:27:30.751970,4,0,1,local,23.91,1.6,98.48,1.3,442.57,161.22
DRV_0038,2026-04-14T22:06:30.751970,22,0,0,outstation,11.39,6.9,114.94,1.2,182.04,-22.06
DRV_0037,2026-06-06T17:42:30.751970,17,1,1,outstation,8.68,8.9,100.37,1.8,264.46,79.63
DRV_0032,2026-01-21T11:50:30.751970,11,0,0,local,40.26,5.0,106.21,1.0,498.14,-52.18
DRV_0003,2026-01-27T07:15:30.751970,7,1,0,peak_city,10.78,5.3,105.05,2.2,317.67,169.48
DRV_0002,2026-05-22T15:12:30.751970,15,0,0,local,25.28,4.0,93.17,1.2,382.1,76.48
DRV_0040,2026-01-31T01:26:30.751970,1,0,1,outstation,14.11,1.5,103.81,1.3,289.65,103.28
DRV_0021,2026-04-24T12:05:30.751970,12,0,0,local,52.57,6.2,98.64,1.4,904.19,141.97
DRV_0050,2026-05-30T16:17:30.751970,16,0,1,local,34.82,9.2,99.91,1.1,526.12,-90.57
DRV_0005,2026-05-16T23:31:30.751970,23,0,1,outstation,10.32,2.4,100.82,1.3,230.51,113.99
DRV_0038,2026-03-10T17:44:30.751970,17,1,0,peak_city,50.05,1.7,101.92,2.3,1415.86,839.38
DRV_0009,2026-05-20T06:07:30.751970,6,0,0,outstation,50.06,8.1,96.93,1.5,923.61,136.53
DRV_0042,2026-05-04T16:59:30.751970,16,0,0,peak_city,35.68,9.4,106.81,1.2,531.75,-185.33
DRV_0015,2026-03-25T10:41:30.751970,10,0,0,outstation,48.96,9.6,90.55,1.5,903.8,16.07
DRV_0025,2025-12-25T21:34:30.751970,21,0,0,local,27.51,6.8,99.52,1.0,345.14,-68.67
DRV_0009,2026-03-27T16:42:30.751970,16,0,0,outstation,36.77,9.1,99.58,1.1,501.85,-159.11
DRV_0050,2026-04-29T17:26:30.751970,17,1,0,peak_city,49.59,8.4,104.7,1.7,1037.1,196.41
DRV_0040,2026-01-20T15:15:30.751970,15,0,0,outstation,48.39,6.0,110.65,1.3,774.34,65.73
DRV_0032,2026-04-18T19:50:30.751970,19,1,1,airport,26.02,9.6,103.53,2.2,969.93,506.18
DRV_0016,2026-05-09T05:39:30.751970,5,0,1,airport,14.79,6.6,104.29,1.1,461.71,243.95
DRV_0046,2026-03-18T06:16:30.751970,6,0,0,airport,46.29,5.7,95.67,1.3,941.69,298.1
DRV_0029,2025-12-24T19:40:30.751970,19,1,0,outstation,6.65,5.0,94.08,1.4,132.66,36.32
DRV_0045,2026-06-12T08:13:30.751970,8,1,0,local,4.97,4.6,102.79,2.0,149.2,57.49
DRV_0047,2026-05-28T05:10:30.751970,5,0,0,airport,24.2,8.6,93.63,1.3,597.04,235.31
DRV_0047,2026-06-14T15:02:30.751970,15,0,1,peak_city,52.93,6.0,113.99,1.0,700.11,-60.16
DRV_0032,2026-02-27T10:30:30.751970,10,0,0,peak_city,7.68,1.4,94.63,1.3,139.38,42.62
DRV_0007,2026-03-10T04:52:30.751970,4,0,0,peak_city,56.87,8.6,97.42,1.0,697.4,-246.19
DRV_0011,2026-02-11T21:45:30.751970,21,0,0,local,11.85,2.1,93.08,1.3,204.41,51.72
DRV_0019,2026-02-19T13:35:30.751970,13,0,0,airport,59.39,7.2,113.72,1.1,1000.47,22.52
DRV_0005,2026-06-09T06:10:30.751970,6,0,0,airport,24.16,6.0,91.92,1.0,504.97,199.67
DRV_0011,2026-03-19T10:30:30.751970,10,0,0,peak_city,25.83,5.4,100.39,1.0,324.91,-2.39
DRV_0022,2026-05-25T22:29:30.751970,22,0,0,airport,21.45,2.6,92.46,1.5,608.63,386.1
DRV_0046,2026-01-12T20:29:30.751970,20,1,0,peak_city,20.29,4.5,95.92,1.2,310.19,61.12
DRV_0039,2026-06-07T02:45:30.751970,2,0,1,local,12.38,8.2,106.94,1.3,262.69,71.89
DRV_0022,2026-02-23T11:23:30.751970,11,0,0,airport,6.22,3.5,98.75,1.4,325.47,246.08
DRV_0043,2026-04-23T10:00:30.751970,10,0,0,outstation,59.57,3.2,111.86,1.4,1021.71,217.82
DRV_0004,2026-04-03T07:11:30.751970,7,1,0,airport,25.76,9.8,94.52,2.6,1042.74,534.88
DRV_0010,2026-03-05T21:51:30.751970,21,0,0,peak_city,21.38,7.6,100.5,1.3,353.08,28.54
DRV_0006,2026-06-01T05:26:30.751970,5,0,0,peak_city,52.25,1.5,107.3,1.1,706.23,67.29
DRV_0013,2026-03-30T18:46:30.751970,18,1,0,peak_city,26.12,5.9,100.07,2.0,656.82,269.46
DRV_0041,2026-05-21T16:13:30.751970,16,0,0,local,9.71,2.4,113.73,1.4,184.2,88.99
DRV_0020,2026-04-01T13:56:30.751970,13,0,0,airport,54.61,9.9,95.21,1.2,1004.36,-35.36
DRV_0006,2026-03-05T00:55:30.751970,0,0,0,outstation,26.27,4.2,104.84,1.3,429.26,119.81
DRV_0024,2025-12-31T23:02:30.751970,23,0,0,local,11.36,5.2,103.84,1.3,196.79,52.7
DRV_0003,2026-03-09T05:15:30.751970,5,0,0,peak_city,3.46,4.2,109.51,1.3,73.5,9.99
DRV_0015,2026-04-08T01:57:30.751970,1,0,0,outstation,17.15,7.3,104.18,1.4,309.08,57.17
DRV_0049,2026-04-06T22:23:30.751970,22,0,0,local,30.31,2.2,96.53,1.2,454.53,122.43
DRV_0043,2025-12-17T19:20:30.751970,19,1,0,airport,36.76,5.6,97.2,1.0,656.11,116.47
DRV_0036,2026-03-17T23:00:30.751970,23,0,0,local,44.61,1.2,104.62,1.5,825.43,283.81
DRV_0035,2026-05-30T03:34:30.751970,3,0,1,peak_city,12.12,5.2,92.29,1.3,258.51,55.95
DRV_0031,2025-12-21T00:50:30.751970,0,0,1,local,32.24,9.1,94.91,1.0,451.88,-80.17
DRV_0033,2026-03-30T14:01:30.751970,14,0,0,airport,51.98,6.2,112.27,1.3,1030.33,239.64
DRV_0008,2026-01-18T23:35:30.751970,23,0,1,local,45.49,9.2,104.3,1.1,666.99,-131.51
DRV_0013,2026-02-20T11:16:30.751970,11,0,0,local,17.59,2.8,96.17,1.2,271.3,100.52
DRV_0044,2026-05-13T14:59:30.751970,14,0,0,airport,26.74,6.5,92.04,1.0,535.84,187.43
DRV_0039,2026-02-23T09:34:30.751970,9,1,0,local,11.97,5.7,95.35,1.6,253.75,116.01
DRV_0006,2026-04-09T05:28:30.751970,5,0,0,airport,2.8,6.8,106.72,1.4,268.11,217.36
DRV_0018,2026-03-06T23:01:30.751970,23,0,0,outstation,56.1,1.2,93.84,1.4,963.47,370.11
DRV_0045,2026-02-01T01:28:30.751970,1,0,1,airport,40.46,7.1,113.29,1.5,1000.7,325.48
DRV_0008,2026-01-05T21:53:30.751970,21,0,0,peak_city,43.77,3.6,111.99,1.0,540.23,-44.92
DRV_0007,2026-02-28T12:17:30.751970,12,0,1,airport,16.86,3.0,93.45,1.4,554.23,346.96
DRV_0035,2026-01-21T12:36:30.751970,12,0,0,outstation,31.0,7.1,95.98,1.4,541.86,68.39
DRV_0042,2026-03-18T03:10:30.751970,3,0,0,peak_city,25.82,2.9,114.41,1.3,422.29,98.43
DRV_0003,2026-02-09T21:48:30.751970,21,0,0,peak_city,56.2,3.7,109.55,1.4,965.22,190.84
DRV_0040,2026-05-01T08:01:30.751970,8,1,0,local,40.96,7.6,104.38,1.4,709.11,55.17
DRV_0003,2026-01-09T18:42:30.751970,18,1,0,peak_city,31.26,3.8,100.69,2.3,897.23,478.12
DRV_0004,2026-03-05T05:42:30.751970,5,0,0,local,25.51,3.4,94.97,1.4,449.55,150.73
DRV_0002,2026-02-13T07:29:30.751970,7,1,0,outstation,54.74,4.3,108.78,2.8,1881.15,1125.76
DRV_0032,2026-03-20T07:07:30.751970,7,1,0,outstation,57.46,4.4,98.48,1.1,775.04,34.22
DRV_0009,2025-12-17T19:20:30.751970,19,1,0,local,30.2,2.0,96.21,1.6,603.8,251.95
DRV_0018,2026-03-29T16:58:30.751970,16,0,1,outstation,19.54,8.7,111.43,1.4,399.32,55.8
DRV_0013,2026-02-27T20:45:30.751970,20,1,0,airport,10.51,7.2,113.63,2.4,538.64,369.81
DRV_0048,2026-02-21T09:28:30.751970,9,1,1,peak_city,39.45,5.6,93.0,1.6,831.48,261.9
DRV_0004,2026-02-09T23:31:30.751970,23,0,0,outstation,48.54,8.8,93.43,1.5,896.2,112.7
DRV_0046,2026-02-03T11:22:30.751970,11,0,0,outstation,45.61,8.3,113.64,1.2,674.72,-141.31
DRV_0012,2026-02-05T04:18:30.751970,4,0,0,airport,51.79,2.2,107.63,1.4,1091.13,412.71
DRV_0016,2026-04-26T09:33:30.751970,9,1,1,airport,52.64,2.5,91.34,2.4,1801.93,1202.65
DRV_0046,2026-06-06T02:23:30.751970,2,0,1,outstation,29.58,8.6,99.58,1.1,456.92,-38.65
DRV_0033,2026-04-25T08:03:30.751970,8,1,1,peak_city,12.97,7.5,102.78,2.2,425.5,247.25
DRV_0044,2026-03-04T19:27:30.751970,19,1,0,airport,28.73,8.5,110.74,2.4,1063.48,589.21
DRV_0039,2026-06-07T09:03:30.751970,9,1,1,peak_city,23.05,8.9,108.13,1.2,399.96,9.23
DRV_0038,2026-02-20T10:31:30.751970,10,0,0,peak_city,25.65,9.0,91.18,1.5,484.22,73.53
DRV_0017,2026-01-24T05:04:30.751970,5,0,1,local,17.69,3.2,113.55,1.1,300.04,90.74
DRV_0025,2025-12-20T14:08:30.751970,14,0,1,airport,46.98,4.5,93.48,1.0,828.75,237.44
DRV_0015,2026-06-02T10:32:30.751970,10,0,0,local,23.41,4.2,98.6,1.3,384.69,82.64
DRV_0018,2025-12-31T08:43:30.751970,8,1,0,local,27.56,8.9,102.64,2.0,691.41,205.23
DRV_0050,2025-12-30T02:54:30.751970,2,0,0,airport,40.46,6.4,100.38,1.2,800.66,214.46
DRV_0042,2025-12-22T15:56:30.751970,15,0,0,local,47.53,2.8,110.51,1.3,761.03,115.78
DRV_0015,2026-04-30T20:35:30.751970,20,1,0,airport,16.89,7.8,102.82,1.6,548.2,232.51
DRV_0046,2026-04-10T20:35:30.751970,20,1,0,outstation,36.57,10.0,100.88,2.8,1270.78,550.91
DRV_0023,2026-01-01T07:59:30.751970,7,1,0,peak_city,13.85,4.8,95.49,1.0,181.15,-2.45
DRV_0020,2026-02-17T08:13:30.751970,8,1,0,peak_city,55.07,8.6,108.56,1.3,878.59,-73.45
DRV_0038,2025-12-22T23:34:30.751970,23,0,0,peak_city,26.97,2.1,102.81,1.2,406.38,78.13
DRV_0036,2026-05-19T15:54:30.751970,15,0,0,outstation,23.74,6.6,107.97,1.1,329.87,-4.35
DRV_0020,2025-12-30T20:48:30.751970,20,1,0,outstation,21.79,5.0,106.89,2.0,553.01,240.6
DRV_0022,2025-12-21T12:56:30.751970,12,0,1,airport,51.96,8.8,90.25,1.4,1143.99,292.91
DRV_0017,2026-04-04T20:06:30.751970,20,1,1,outstation,30.03,9.9,108.86,1.5,612.99,18.57
DRV_0013,2025-12-28T17:29:30.751970,17,1,1,outstation,33.23,9.9,111.44,1.2,546.47,-139.63
DRV_0004,2026-05-06T23:38:30.751970,23,0,0,local,2.4,4.6,95.87,1.4,61.4,56.26
DRV_0044,2026-01-12T03:44:30.751970,3,0,0,outstation,21.57,8.4,90.01,1.2,328.54,-31.24
DRV_0019,2026-05-09T17:25:30.751970,17,1,1,peak_city,5.95,2.7,103.89,1.6,188.33,98.12
DRV_0048,2026-04-09T03:01:30.751970,3,0,0,peak_city,26.21,4.4,111.9,1.5,494.26,88.03
DRV_0022,2026-06-04T21:41:30.751970,21,0,0,local,8.19,9.6,91.51,1.1,124.67,-24.32
DRV_0043,2026-04-18T18:52:30.751970,18,1,1,peak_city,19.29,3.9,94.11,2.6,690.78,456.56
DRV_0043,2026-03-15T00:07:30.751970,0,0,1,local,9.18,1.6,112.74,1.1,187.72,52.42
DRV_0031,2026-01-23T11:08:30.751970,11,0,0,airport,49.63,5.9,91.95,1.5,1115.89,456.36
DRV_0044,2026-05-12T17:10:30.751970,17,1,0,local,11.79,8.7,90.33,2.0,312.98,112.26
DRV_0023,2026-03-20T20:21:30.751970,20,1,0,local,46.63,9.4,112.73,2.6,1493.78,602.01
DRV_0027,2026-04-17T16:31:30.751970,16,0,0,outstation,18.48,3.6,99.43,1.2,284.15,53.81
DRV_0030,2026-03-22T05:10:30.751970,5,0,1,outstation,33.58,2.4,107.28,1.1,509.81,83.02
DRV_0031,2026-05-15T01:23:30.751970,1,0,0,airport,48.19,7.7,106.14,1.1,852.65,40.02
DRV_0034,2026-04-26T00:19:30.751970,0,0,1,peak_city,33.73,1.8,99.43,1.2,553.69,142.31
DRV_0009,2026-03-30T03:23:30.751970,3,0,0,local,12.39,4.5,113.69,1.1,180.02,2.75
DRV_0010,2026-04-24T06:00:30.751970,6,0,0,peak_city,46.28,2.0,114.53,1.2,684.49,67.4
DRV_0032,2026-03-25T18:15:30.751970,18,1,0,airport,38.4,2.7,93.65,2.9,1579.99,1145.15
DRV_0041,2026-03-20T20:15:30.751970,20,1,0,outstation,55.22,9.0,105.64,2.6,1761.97,773.78
DRV_0014,2026-05-31T15:58:30.751970,15,0,1,outstation,20.19,6.7,98.9,1.1,333.07,26.85
DRV_0032,2026-05-01T21:38:30.751970,21,0,0,local,36.6,8.3,99.55,1.1,499.56,-114.05
DRV_0041,2026-05-23T11:47:30.751970,11,0,1,peak_city,19.39,6.8,105.02,1.3,372.05,64.9
DRV_0025,2026-02-25T03:59:30.751970,3,0,0,peak_city,23.03,8.4,95.1,1.2,349.56,-35.16
DRV_0047,2026-06-13T14:52:30.751970,14,0,1,local,8.37,9.0,98.57,1.3,200.1,65.19
DRV_0049,2026-03-11T15:29:30.751970,15,0,0,outstation,3.47,7.2,97.9,1.0,56.64,-23.43
DRV_0041,2026-01-30T10:25:30.751970,10,0,0,airport,24.43,1.7,93.68,1.1,539.04,268.27
DRV_0020,2026-04-12T08:42:30.751970,8,1,1,outstation,7.21,9.2,90.15,2.0,252.95,121.92
DRV_0011,2026-05-12T13:02:30.751970,13,0,0,outstation,55.71,2.5,114.15,1.1,751.89,2.34
DRV_0030,2026-05-29T15:07:30.751970,15,0,0,outstation,45.01,5.9,112.11,1.3,721.67,24.01
DRV_0028,2026-01-31T20:53:30.751970,20,1,1,outstation,11.64,9.2,98.2,1.7,312.98,109.18
DRV_0023,2025-12-21T12:05:30.751970,12,0,1,peak_city,46.07,4.0,113.8,1.4,844.97,225.17
DRV_0002,2026-04-27T10:28:30.751970,10,0,0,peak_city,4.88,3.3,101.63,1.1,80.88,23.75
DRV_0014,2026-04-17T08:40:30.751970,8,1,0,local,45.15,9.3,100.59,1.7,946.49,133.35
DRV_0008,2026-06-08T21:54:30.751970,21,0,0,local,30.36,4.2,112.74,1.3,493.19,83.26
DRV_0025,2026-03-12T17:45:30.751970,17,1,0,airport,46.21,8.3,98.55,1.9,1282.0,519.44
DRV_0039,2026-01-02T07:37:30.751970,7,1,0,airport,48.05,9.5,105.58,2.5,1678.95,801.13
DRV_0004,2026-06-01T19:20:30.751970,19,1,0,airport,48.7,8.6,99.88,1.1,859.28,72.57
DRV_0025,2025-12-20T13:00:30.751970,13,0,1,peak_city,28.12,7.7,98.92,1.3,508.18,48.96
DRV_0045,2026-05-13T23:10:30.751970,23,0,0,peak_city,12.81,7.7,103.64,1.1,185.62,1.09
DRV_0020,2026-05-06T09:42:30.751970,9,1,0,airport,29.99,2.9,114.18,2.4,1099.74,681.29
DRV_0040,2026-02-26T19:20:30.751970,19,1,0,outstation,57.51,4.8,101.88,2.8,1974.46,1235.16
DRV_0007,2026-01-09T18:18:30.751970,18,1,0,peak_city,16.63,5.0,93.09,1.4,300.32,88.36
DRV_0019,2026-02-03T16:47:30.751970,16,0,0,airport,2.05,1.4,114.43,1.1,243.62,236.48
DRV_0039,2026-05-16T12:55:30.751970,12,0,1,local,33.94,2.4,108.2,1.3,598.94,174.89
DRV_0023,2026-04-24T07:33:30.751970,7,1,0,local,44.41,7.9,114.39,2.1,1150.7,424.69
DRV_0003,2025-12-16T03:08:30.751970,3,0,0,local,5.97,9.1,92.98,1.2,103.96,-24.94
DRV_0045,2026-01-25T00:28:30.751970,0,0,1,local,49.31,6.4,99.84,1.2,778.11,59.1
DRV_0001,2026-02-11T06:11:30.751970,6,0,0,airport,52.44,1.8,109.42,1.4,1101.99,457.53
DRV_0037,2025-12-25T13:28:30.751970,13,0,0,airport,12.55,4.9,94.14,1.4,431.76,312.35
DRV_0050,2025-12-25T01:17:30.751970,1,0,0,airport,13.4,2.9,91.04,1.2,410.91,263.84
DRV_0017,2026-02-04T13:40:30.751970,13,0,0,airport,34.47,8.7,106.67,1.2,714.3,113.25
DRV_0017,2026-01-01T08:57:30.751970,8,1,0,outstation,17.02,1.5,108.15,1.2,263.04,66.62
DRV_0003,2026-02-16T15:20:30.751970,15,0,0,local,19.56,5.8,104.11,1.3,324.65,37.83
DRV_0028,2026-04-01T04:35:30.751970,4,0,0,outstation,37.8,9.7,108.19,1.5,702.85,-52.25
DRV_0001,2026-05-16T12:32:30.751970,12,0,1,airport,46.21,6.3,94.8,1.3,990.35,368.98
DRV_0022,2026-05-09T18:45:30.751970,18,1,1,local,30.41,5.8,98.36,2.0,809.78,421.47
DRV_0047,2026-03-15T01:47:30.751970,1,0,1,outstation,13.46,8.2,94.64,1.0,226.5,49.72
DRV_0012,2026-05-22T04:34:30.751970,4,0,0,outstation,27.39,3.5,103.95,1.2,412.38,42.4
DRV_0018,2026-05-16T04:01:30.751970,4,0,1,peak_city,56.11,9.3,102.56,1.2,875.93,-185.11
DRV_0027,2026-03-07T17:32:30.751970,17,1,1,peak_city,55.39,1.1,103.82,2.5,1749.23,1075.9
DRV_0045,2025-12-30T11:19:30.751970,11,0,0,local,30.13,1.8,114.31,1.3,489.54,71.85
DRV_0038,2026-05-30T11:20:30.751970,11,0,1,peak_city,30.04,4.9,91.87,1.1,463.07,89.07
DRV_0012,2026-02-10T21:43:30.751970,21,0,0,peak_city,50.57,3.2,94.87,1.3,808.45,172.16
DRV_0040,2026-01-09T03:37:30.751970,3,0,0,outstation,4.11,1.5,110.85,1.1,70.81,22.83
DRV_0031,2026-06-06T18:30:30.751970,18,1,1,local,4.62,4.9,111.1,1.5,155.64,79.83
DRV_0029,2026-02-10T12:30:30.751970,12,0,0,peak_city,28.05,6.2,104.27,1.2,421.87,11.51
DRV_0001,2026-06-03T14:10:30.751970,14,0,0,outstation,20.3,2.0,99.17,1.0,258.61,46.72
DRV_0043,2025-12-15T18:53:30.751970,18,1,0,local,18.54,6.7,101.39,2.0,475.01,217.22
DRV_0028,2026-03-19T23:53:30.751970,23,0,0,airport,45.95,3.5,97.95,1.5,1049.62,471.82
DRV_0023,2025-12-26T17:11:30.751970,17,1,0,peak_city,54.94,6.5,103.66,1.5,1011.46,186.52
DRV_0010,2025-12-26T18:45:30.751970,18,1,0,peak_city,21.91,8.7,103.98,2.0,555.84,176.72
DRV_0042,2026-01-22T21:23:30.751970,21,0,0,airport,36.99,1.7,107.08,1.5,888.25,435.43
DRV_0032,2026-05-04T23:32:30.751970,23,0,0,peak_city,35.39,2.1,104.54,1.4,615.53,194.77
DRV_0021,2026-05-03T13:38:30.751970,13,0,1,peak_city,39.62,9.1,105.59,1.1,589.53,-128.32
DRV_0033,2026-04-14T06:09:30.751970,6,0,0,airport,19.96,2.8,112.72,1.4,556.36,268.3
DRV_0026,2026-04-17T22:45:30.751970,22,0,0,peak_city,12.67,7.8,101.85,1.1,183.8,2.94
DRV_0037,2026-04-15T13:57:30.751970,13,0,0,peak_city,37.76,1.4,98.15,1.2,561.8,110.56
DRV_0029,2026-02-20T13:32:30.751970,13,0,0,peak_city,13.81,7.9,100.64,1.3,234.86,8.06
DRV_0007,2026-03-26T12:55:30.751970,12,0,0,airport,3.22,1.3,101.15,1.4,275.07,253.88
DRV_0006,2026-03-03T03:24:30.751970,3,0,0,airport,24.5,8.5,93.34,1.5,663.54,268.06
DRV_0033,2026-01-10T20:46:30.751970,20,1,1,outstation,45.58,9.5,106.92,1.7,1005.38,147.0
DRV_0022,2026-01-22T09:45:30.751970,9,1,0,peak_city,21.27,7.3,109.13,2.9,783.56,450.39
DRV_0030,2026-03-13T14:34:30.751970,14,0,0,local,13.88,8.2,108.46,1.0,181.54,-82.05
DRV_0046,2026-03-21T22:37:30.751970,22,0,1,peak_city,19.66,9.8,106.07,1.4,401.3,2.07
DRV_0008,2025-12-28T04:41:30.751970,4,0,1,peak_city,58.64,4.4,110.05,1.2,912.47,99.53
DRV_0022,2026-05-20T19:12:30.751970,19,1,0,airport,56.97,3.0,98.16,2.5,1946.47,1248.68
DRV_0036,2026-03-15T19:35:30.751970,19,1,1,outstation,24.84,6.5,101.11,2.5,832.63,465.69
DRV_0003,2026-02-01T04:42:30.751970,4,0,1,airport,11.75,4.2,100.0,1.0,405.94,215.24
DRV_0007,2026-05-03T01:18:30.751970,1,0,1,peak_city,35.83,9.0,93.79,1.3,628.48,2.25
DRV_0008,2026-04-09T21:14:30.751970,21,0,0,local,42.66,4.7,102.62,1.0,526.96,-11.5
DRV_0046,2026-03-06T09:57:30.751970,9,1,0,local,42.12,7.0,90.96,1.7,884.74,280.5
DRV_0003,2026-03-20T12:38:30.751970,12,0,0,peak_city,31.11,9.2,107.93,1.3,504.86,-58.41
DRV_0050,2026-01-02T18:49:30.751970,18,1,0,airport,48.27,8.8,101.42,2.0,1388.54,565.7
DRV_0032,2026-02-19T01:44:30.751970,1,0,0,local,42.44,1.7,111.57,1.2,629.07,85.43
DRV_0036,2026-06-12T23:39:30.751970,23,0,0,airport,5.99,5.9,100.43,1.4,321.59,247.56
DRV_0045,2026-02-23T21:56:30.751970,21,0,0,local,34.35,1.5,114.3,1.3,555.3,104.01
DRV_0007,2026-01-17T10:40:30.751970,10,0,1,local,18.87,5.2,111.45,1.2,339.74,62.66
DRV_0033,2026-03-06T18:48:30.751970,18,1,0,outstation,19.28,8.0,101.79,1.5,369.47,52.6
DRV_0018,2026-03-08T02:48:30.751970,2,0,1,local,11.64,4.0,113.5,1.2,235.6,74.58
DRV_0009,2026-03-05T06:08:30.751970,6,0,0,peak_city,12.39,9.0,101.51,1.4,229.18,17.21
DRV_0045,2026-05-10T02:48:30.751970,2,0,1,outstation,59.06,1.5,92.42,1.4,1063.13,373.58
DRV_0013,2026-01-25T05:41:30.751970,5,0,1,local,4.28,1.2,109.36,1.1,123.04,58.07
DRV_0044,2026-04-21T20:41:30.751970,20,1,0,outstation,29.13,6.5,100.71,1.1,400.99,-14.44
DRV_0033,2026-03-17T19:18:30.751970,19,1,0,local,27.1,5.8,101.92,1.8,612.46,234.72
DRV_0046,2026-01-26T17:46:30.751970,17,1,0,outstation,53.47,9.0,98.4,2.2,1444.62,452.16
DRV_0038,2026-05-16T04:51:30.751970,4,0,1,peak_city,18.16,9.6,93.57,1.3,352.86,33.5
DRV_0044,2026-01-18T18:41:30.751970,18,1,1,peak_city,18.39,3.5,100.12,3.0,756.96,525.7
DRV_0001,2026-01-29T06:30:30.751970,6,0,0,peak_city,6.79,2.4,100.99,1.3,125.41,29.44
DRV_0010,2026-02-01T13:25:30.751970,13,0,1,peak_city,17.01,3.8,92.17,1.2,312.94,119.25
DRV_0018,2026-05-31T19:23:30.751970,19,1,1,local,54.76,1.1,110.27,2.9,1999.03,1279.91
DRV_0010,2026-05-04T06:43:30.751970,6,0,0,outstation,7.3,2.5,114.02,1.3,133.33,74.27
DRV_0014,2026-05-29T17:36:30.751970,17,1,0,outstation,44.52,10.0,97.19,2.1,1153.49,289.85
DRV_0007,2026-01-27T15:04:30.751970,15,0,0,peak_city,32.93,4.7,94.23,1.5,615.29,191.02
DRV_0048,2026-01-07T18:39:30.751970,18,1,0,local,36.99,3.0,103.59,2.4,1101.26,654.15
DRV_0033,2025-12-30T23:02:30.751970,23,0,0,local,31.88,9.9,105.28,1.2,477.07,-160.4
DRV_0025,2025-12-18T06:42:30.751970,6,0,0,airport,24.3,4.1,100.8,1.4,629.27,322.57
DRV_0036,2026-03-07T02:36:30.751970,2,0,1,outstation,30.08,8.1,104.41,1.2,501.18,-7.42
DRV_0013,2026-06-01T15:39:30.751970,15,0,0,outstation,15.01,5.5,96.52,1.0,195.17,5.29
DRV_0041,2026-01-07T01:33:30.751970,1,0,0,local,39.6,5.6,101.14,1.5,735.32,205.37
DRV_0049,2025-12-15T17:45:30.751970,17,1,0,outstation,10.09,6.1,111.7,2.2,299.33,152.16
DRV_0050,2026-01-14T22:39:30.751970,22,0,0,local,43.64,4.3,92.31,1.2,646.49,117.08
DRV_0044,2026-04-26T06:58:30.751970,6,0,1,local,16.15,9.7,113.95,1.1,279.7,-44.53
DRV_0025,2026-05-26T11:15:30.751970,11,0,0,airport,22.19,9.1,114.17,1.2,537.49,132.58
DRV_0009,2026-06-04T03:09:30.751970,3,0,0,outstation,41.89,3.5,108.41,1.0,517.69,-76.32
DRV_0001,2026-05-03T21:32:30.751970,21,0,1,outstation,4.86,4.5,98.84,1.2,137.97,33.93
DRV_0003,2026-03-22T01:41:30.751970,1,0,1,local,13.15,3.8,114.37,1.2,257.37,74.19
DRV_0050,2026-05-06T05:48:30.751970,5,0,0,airport,27.79,6.2,114.58,1.1,583.37,182.75
DRV_0032,2026-01-04T20:33:30.751970,20,1,1,outstation,37.22,1.8,106.92,1.1,557.87,113.04
DRV_0046,2026-01-18T23:04:30.751970,23,0,1,airport,36.58,7.7,95.27,1.4,885.48,295.39
DRV_0034,2026-03-25T00:12:30.751970,0,0,0,local,9.76,9.6,91.82,1.1,145.32,-34.42
DRV_0035,2026-05-28T00:16:30.751970,0,0,0,peak_city,22.17,6.6,103.62,1.1,309.19,-39.46
DRV_0015,2026-01-28T04:21:30.751970,4,0,0,outstation,14.39,4.7,107.6,1.1,206.39,-7.96
DRV_0024,2026-04-20T19:05:30.751970,19,1,0,outstation,23.27,4.5,114.41,2.9,853.2,511.33
DRV_0036,2026-03-31T09:38:30.751970,9,1,0,peak_city,5.95,3.9,96.67,2.0,172.71,112.27
DRV_0029,2025-12-30T16:19:30.751970,16,0,0,outstation,47.11,8.7,111.12,1.2,696.36,-163.29
DRV_0003,2026-04-13T19:47:30.751970,19,1,0,local,5.53,7.3,90.25,1.8,146.5,88.16
DRV_0025,2025-12-22T06:02:30.751970,6,0,0,airport,21.1,7.2,109.16,1.2,521.9,176.34
DRV_0002,2026-04-09T22:40:30.751970,22,0,0,outstation,27.89,7.5,107.32,1.5,524.46,96.25
DRV_0032,2026-02-02T04:54:30.751970,4,0,0,peak_city,15.06,7.0,105.24,1.5,293.57,72.93
DRV_0021,2026-06-03T06:29:30.751970,6,0,0,local,34.96,3.5,101.86,1.2,521.42,61.18
